Loại	Tên	Các loại phòng	Giá	Vị trí	Số đánh giá
Căn hộ chung cư	★Saigon Comfy Hidden Gem★LIVE LOCAL | STAY CENTRAL	4 khách · 1 Phòng ngủ · 1 phòng tắm	530,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · Căn hộ The Manor	THE MANOR - LUXURY 1BR	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,131,900₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	10	
Căn hộ Studio	Nice Studio	3 khách · 1 Phòng ngủ · 1 phòng tắm	640,000₫/đêm	Tân Bình, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · The Tresor	Lisa Apartment	6 khách · 3 Phòng ngủ · 2 phòng tắm	2,400,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	10	
Căn hộ chung cư · Masteri Thảo Điền	La Maison 1988 - Free Pool & Gym *Masteri TD*	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,250,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	10	
Căn hộ Studio	New cozy hideaway studio @Bui Vien	2 khách · 1 Phòng ngủ · 1 phòng tắm	808,500₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	5	
Căn hộ chung cư · Hado Centrosa Garden	DECOX HOME - 18F - SCANDINAVIAN STYLE - 1 BED - DOWNTOWN	4 khách · 1 Phòng ngủ · 1 phòng tắm	810,000₫/đêm	Quận 10, Hồ Chí Minh, Vietnam	1	
Căn hộ Studio · Căn hộ River Gate	Salato Modern Studio 5 steps to D1 center w Infinity Pool/GYM	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,100,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	1	
Căn hộ Studio · Căn hộ River Gate	YUMI HOUSE 1 - Rivergate Apartment - Free Gym & Pool	2 khách · 1 Phòng ngủ · 1 phòng tắm	950,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	1	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	Alice's Home, 2 bedroom with River view !	6 khách · 2 Phòng ngủ · 2 phòng tắm	2,454,737₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	1	
Nhà riêng	Room 101 · ♛GREEN DREAMS♛Room with Balcony at City Center - La vie de Hannah Homestay	3 khách · 1 Phòng ngủ · 1 phòng tắm	320,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	5	
Khác	HOMIE 3rd - Unique Private Room river side	3 khách · 1 Phòng ngủ	250,000₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	2	
Căn hộ chung cư · Vinhomes Landmark 81	★Landmark 81 Premium 3 Bedrooms w Panorama City View ★	6 khách · 3 Phòng ngủ · 2 phòng tắm	3,336,536₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	1	
Căn hộ Studio	Căn hộ ấm cúng với bếp, tủ lạnh và tivi-5phut đi bộ ra chợ Bến Thành( Tối đa 6 người)	6 khách · 1 Phòng ngủ · 1 phòng tắm	498,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ Studio	301 · NEW! Bare Gallery Studio at CITY CENTER	3 khách · 1 Phòng ngủ · 1 phòng tắm	668,500₫/đêm 955,000₫	Quận 1, Hồ Chí Minh, Vietnam	3	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	HOME SWEET HOME VINHOMES CENTRAL PARK TWO BEDROOMS	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,290,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	1	
Nhà riêng	Room 201 · ♚SWEET LOVE♚Room with Balcony at City Center - La vie de Hannah Homestay	3 khách · 1 Phòng ngủ · 1 phòng tắm	320,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	2	
Căn hộ chung cư · The One Ho Chi Minh	Gem Apartment 18.56 - Bến Thành Tower	20 khách · 5 Phòng ngủ · 3 phòng tắm	5,775,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	HA DO CENTROSA GARDEN	2 khách · 1 Phòng ngủ · 1 phòng tắm	2,200,000₫/đêm	Quận 10, Hồ Chí Minh, Vietnam	3	
Căn hộ dịch vụ	Superior Serviced Apartment 5	2 khách · 1 Phòng ngủ · 1 phòng tắm	811,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · Căn hộ River Gate	TeeUP Home Studio next hustle and bustle Bui Vien	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,060,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	1	
Căn hộ Studio	Bright Elegant Apt near Ben Thanh Market *BT203	4 khách · 1 Phòng ngủ · 1 phòng tắm	973,000₫/đêm 1,390,000₫	Quận 1, Hồ Chí Minh, Vietnam	10	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	[NEW] Best Price - 5*APT - Heaven & Silky Room	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,380,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	4	
Căn hộ Studio · Kingston Residence	H&T Apartment 6★5 mins to Airport★7 mins to Center	2 khách · 1 Phòng ngủ · 1 phòng tắm	500,480₫/đêm 714,972₫	Phú Nhuận, Hồ Chí Minh, Vietnam	1	
Căn hộ dịch vụ · Vinhomes Golden River Ba Son	URBAN HOUSE SAIGON ❤️ FREE CITY TOUR ❤️ CĂN HỘ CAO CẤP DÀNH CHO GIA ĐÌNH	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,750,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	4	
Khác	Bui Vien Hotel - phòng 4 người	4 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ Studio	AYA Homestay - Ayasu Room	4 khách · 1 Phòng ngủ · 1 phòng tắm	1,177,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	10	
Căn hộ dịch vụ	PVL service apartment near Thảo Điền-Modern Studio bacony-202	2 khách · 1 Phòng ngủ · 1 phòng tắm	396,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	2	
Căn hộ dịch vụ	PVL service apartment near Thảo Điền - Sunshine With Bacony - 301	2 khách · 1 Phòng ngủ · 1 phòng tắm	396,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	3	
Nhà riêng	A budget room⭐District 1 ⭐5min to Pink Church ❤S2	2 khách · 1 Phòng ngủ · 1 phòng tắm	405,151₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ Studio	Halo Apartment with Balcony, 5' to Ben Thanh Market	2 khách · 1 Phòng ngủ · 1 phòng tắm	450,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	6	
Căn hộ dịch vụ	Warm Apartment || Full Kitchen || Pool || Gym - HO 1705	2 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm 500,000₫	Tân Bình, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · Căn hộ River Gate	F5 Saigon	2 khách · 1 Phòng ngủ · 1 phòng tắm	924,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	11	
Căn hộ Studio	Halo Apartment with window	2 khách · 1 Phòng ngủ · 1 phòng tắm	410,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư	RedDoorz Deluxe Cozy Room || Balcony || - HO 1211	2 khách · 1 Phòng ngủ · 1 phòng tắm	384,000₫/đêm 480,000₫	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ dịch vụ	Deluxe Room || Nice View || near Nowzone Plaza - HO 1292	2 khách · 1 Phòng ngủ · 1 phòng tắm	356,000₫/đêm 445,000₫	Quận 5, Hồ Chí Minh, Vietnam	1	
Căn hộ dịch vụ	Studio 1PN sang trọng kiểu Pháp, Bến Thành Quận 1	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,169,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	2	
Nhà riêng	David Home	2 khách · 1 Phòng ngủ · 1 phòng tắm	500,480₫/đêm	Tân Bình, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư	RedDoorz Superior Cozy Room Nearest Airport - HO 1139	2 khách · 1 Phòng ngủ · 1 phòng tắm	432,000₫/đêm 540,000₫	Tân Bình, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · Chung cư Thảo Điền Pearl	Thao Dien Pearl	6 khách · 3 Phòng ngủ · 2 phòng tắm	1,450,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư	Rustic Terrace Loft near Ben Thanh Market *BT401	2 khách · 1 Phòng ngủ · 1 phòng tắm	553,000₫/đêm 790,000₫	Quận 1, Hồ Chí Minh, Vietnam	10	
Nhà riêng	❤️Hello Saigon Homestay_Supper lovely room_Little garden_ D3 ll Rain1	2 khách · 1 Phòng ngủ · 1 phòng tắm	450,000₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	1	
Căn hộ Studio	Cozy Apartment || Full Kitchen || 10' from Airport - HO 1306	2 khách · 1 Phòng ngủ · 1 phòng tắm	372,000₫/đêm 465,000₫	Tân Bình, Hồ Chí Minh, Vietnam	1	
Căn hộ Studio	Cozy Modern Studio 1 min to Ben Thanh Market 102	2 khách · 1 Phòng ngủ · 1 phòng tắm	370,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ Studio	AYA Homestay - Ayani Room	2 khách · 1 Phòng ngủ · 1 phòng tắm	824,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	10	
Căn hộ Studio	House Of Happiness @ District 1	1 khách · 1 Phòng ngủ · 1 phòng tắm	595,810₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	2	
Căn hộ dịch vụ	Cozy Room || Full Kitchen || Next to Ben Thanh Market - HO 1628	2 khách · 1 Phòng ngủ · 1 phòng tắm	480,000₫/đêm 600,000₫	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · The Centennial Ba Son	Vinhomes Bason Grand new apartment	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,600,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư	Luxury Brand New 2BR Apartment near SECC,FV Hospital*River view	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,300,000₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	5	
Căn hộ dịch vụ	Near Bui Vien | Saigon Peninsula Serviced Apt 701 - HO 2553	2 khách · 1 Phòng ngủ · 1 phòng tắm	320,000₫/đêm 400,000₫	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ dịch vụ	innalley no.2	6 khách · 2 Phòng ngủ · 1 phòng tắm	900,000₫/đêm 1,200,000₫	Quận 1, Hồ Chí Minh, Vietnam	13	
Căn hộ chung cư · Sky Center	Twin Confluence Suite - Banana Left	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,016,400₫/đêm	Tân Bình, Hồ Chí Minh, Vietnam	3	
Căn hộ dịch vụ	Airhomes (Ocean Studio-King Bed)	2 khách · 1 Phòng ngủ · 1 phòng tắm	571,978₫/đêm	Tân Bình, Hồ Chí Minh, Vietnam	1	
Căn hộ dịch vụ	Cozrum Homes- Enchanting Condo 1BR step to Bitexco	2 khách · 1 Phòng ngủ · 1 phòng tắm	405,151₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	3	
Căn hộ Studio	A Gentle Memory of Saigon O3	3 khách · 1 Phòng ngủ · 1 phòng tắm	553,000₫/đêm 790,000₫	Quận 1, Hồ Chí Minh, Vietnam	12	
Căn hộ dịch vụ	Mira Moon - Free Netflix With Green Balcony, Near Ben Thanh Market	2 khách · 1 Phòng ngủ · 1 phòng tắm	609,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư	Glowing Private Room near Ben Thanh Market *BT303	2 khách · 1 Phòng ngủ · 1 phòng tắm	483,000₫/đêm 690,000₫	Quận 1, Hồ Chí Minh, Vietnam	11	
Căn hộ Studio	AYA Homestay - Ayate room	2 khách · 1 Phòng ngủ · 1 phòng tắm	765,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	10	
Căn hộ Studio · The Tresor	MyLa Homes#Style Studio#Tresor Apartment#Your Home In HoChiMinh	2 khách · 1 Phòng ngủ · 1 phòng tắm	750,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	3	
Căn hộ chung cư	【CityHouse】★ 1 Modern Bedroom for Couple	2 khách · 1 Phòng ngủ · 1 phòng tắm	432,000₫/đêm 600,000₫	Quận 7, Hồ Chí Minh, Vietnam	1	
Căn hộ Studio	innalley no.3	6 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm 1,200,000₫	Quận 1, Hồ Chí Minh, Vietnam	10	
Căn hộ dịch vụ	199x F5a Studio room Korean style	4 khách · 1 Phòng ngủ · 1 phòng tắm	1,100,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	2	
Căn hộ chung cư	GW-A07.03 Warmly 01Bedroom landmark81 view in Gateway Thao Dien	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,150,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	2	
Căn hộ chung cư · Masteri Thảo Điền	Masteri Thảo Điền T1 Apt., 2BR, fully furnished	6 khách · 2 Phòng ngủ · 2 phòng tắm	900,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	2	
Căn hộ chung cư	Spacious Saigon Loft near Ben Thanh Market *BT403	2 khách · 1 Phòng ngủ · 1 phòng tắm	693,000₫/đêm 990,000₫	Quận 1, Hồ Chí Minh, Vietnam	10	
Căn hộ chung cư · Sunrise City	Condo 5 sao - 3PN rộng 138m2 đầy đủ tiện nghi - Sunrise City	8 khách · 3 Phòng ngủ · 2 phòng tắm	1,900,000₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · Vinhomes Golden River Ba Son	MIN’s Apartment VinhomesGoldenRiver District1	6 khách · 2 Phòng ngủ · 2 phòng tắm	2,200,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ dịch vụ	PVL service apartment near Thảo Điền - Romantic style room - 304	3 khách · 1 Phòng ngủ · 1 phòng tắm	345,840₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	4	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Căn hộ cao cấp Landmark 4 - Vinhomes Central Park	3 khách · 1 Phòng ngủ · 1 phòng tắm	915,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	1	
Căn hộ dịch vụ	LALA HOMES★Poolside Elite Apt★FreeLux Facilities	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,550,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · Chung cư Vạn Đô	VOUXhouse 3: 2BRs Apt - Chocolato Relaxing 5 mins Ben Thanh	6 khách · 2 Phòng ngủ · 1 phòng tắm	830,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	11	
Căn hộ chung cư · Icon 56	Lily's Serviced Apartments - Icon 56 Căn hộ 1PN view sông, MIỄN PHÍ hồ bơi sân thượng	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,560,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	10	
Căn hộ dịch vụ	RedDoorz Modern Apartment near Hoa Lu Stadium - HO 1679	2 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm 500,000₫	Quận 1, Hồ Chí Minh, Vietnam	2	
Căn hộ dịch vụ	Anhouse Saigon B102	2 khách · 1 Phòng ngủ · 1 phòng tắm	380,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · Sunrise Cityview	*CH Siêu Lãng Mạn* Couple Nest - Lust - Luxurious Brandnew 76m2 - Super Romantic - Oyster Soup & Breakfast Included	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,200,000₫/đêm 1,600,000₫	Quận 7, Hồ Chí Minh, Vietnam	3	
Căn hộ chung cư	Bean In The Pod	6 khách · 2 Phòng ngủ · 1 phòng tắm	1,300,000₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	10	
Căn hộ chung cư · The Botanica	Jessy's (Nhà của Jessy)	5 khách · 2 Phòng ngủ · 2 phòng tắm	520,000₫/đêm	Tân Bình, Hồ Chí Minh, Vietnam	1	
Nhà riêng	Bird of Paradise - THE BLOSSOM SHELTER	3 khách · 1 Phòng ngủ · 1 phòng tắm	714,972₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	11	
Căn hộ chung cư · Golden Mansion	⭐️ Way Back Home, 2Brs with Free Gym,Pool & pick-up ⭐️	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,320,000₫/đêm 1,650,000₫	Phú Nhuận, Hồ Chí Minh, Vietnam	1	
Căn hộ Studio · Căn hộ River Gate	Saigon Chill Stay @ CornerView 1226 Minimalist Place	3 khách · 1 Phòng ngủ · 1 phòng tắm	850,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · Vinhomes Golden River Ba Son	URBAN HOUSE SAIGON ❤️ FREE CITY TOUR ❤️ CĂN HỘ CAO CẤP 1 PHÒNG NGỦ ❤️ TẦM NHÌN TOÀN THÀNH PHỐ	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,300,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · Căn hộ River Gate	SStay ★ Luxury 3 BR ★ Central Saigon | Amazing City View	7 khách · 3 Phòng ngủ · 2 phòng tắm	2,299,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · Vinhomes Golden River Ba Son	Business City Group - Vinhome Golden River	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,900,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Nhà riêng	Yuki homes	3 khách · 1 Phòng ngủ · 1 phòng tắm	548,145₫/đêm	Phú Nhuận, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư	LUCYHOME MASTERI THAO DIEN	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,310,782₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	1	
Nhà riêng	Piglet homestay No1. Double room	2 khách · 1 Phòng ngủ · 1 phòng tắm	311,200₫/đêm 389,000₫	Quận 3, Hồ Chí Minh, Vietnam	1	
Căn hộ dịch vụ	Peaceful (202) Superior Apartment Near The Center	2 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	2	
Căn hộ chung cư · Hado Centrosa Garden	DECOX HOME - 27F - HADO CENTROSA DISCT 10 - DOWNTOWN	4 khách · 1 Phòng ngủ · 1 phòng tắm	810,000₫/đêm	Quận 10, Hồ Chí Minh, Vietnam	2	
Nhà riêng	Cathédrale de Saigon 5 mins away⭐Designed Home❤S1	2 khách · 1 Phòng ngủ · 1 phòng tắm	405,151₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	3	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	City view apartment	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,668,268₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · Millennium Masteri	XIHOUSE - TRADITIONAL STYLE STUDIO IN MILLENNIUM - FREE GYM/POOL	2 khách · 1 Phòng ngủ · 1 phòng tắm	850,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	2	
Khác	Elegant Japan in Saigon - Center D1 No.2	2 khách · 1 Phòng ngủ · 1 phòng tắm	452,816₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	1	
Căn hộ dịch vụ	Enchanting home in central Saigon	6 khách · 3 Phòng ngủ · 2 phòng tắm	1,620,603₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	10	
Căn hộ Studio	Urban House Saigon-Studio Aparment in City Center	3 khách · 1 Phòng ngủ · 1 phòng tắm	700,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	3	
Căn hộ Studio · Căn hộ River Gate	Stephen's House - 5mis to Ben Thanh market or Bui Vien Str	3 khách · 1 Phòng ngủ · 1 phòng tắm	800,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	11	
Căn hộ chung cư · Vinhomes Landmark 81	Leo's APT Luxury Vinhomes Landmark 81 2BR	5 khách · 2 Phòng ngủ · 2 phòng tắm	3,408,033₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư	Lula ★ Gorgeous Hideout ★ w/ Balcony | Saigon Central	2 khách · 1 Phòng ngủ · 1 phòng tắm	622,026₫/đêm 691,140₫	Quận 1, Hồ Chí Minh, Vietnam	126	
Căn hộ dịch vụ · Vinhomes Golden River Ba Son	BUSINESS CITY LUXURY - Vinhomes Golden River - View Landmark 81. Aqua1 06OT11	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,520,650₫/đêm 1,789,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Biệt Thự · Lakeview City	La Maison De Pierre Villa 264 - Lake View City	10 khách · 4 Phòng ngủ · 4 phòng tắm	4,742,648₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Nhà riêng	Deluxe Cozy Room in CityCenter @TheDowntownHomestay	4 khách · 1 Phòng ngủ · 1 phòng tắm	595,810₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	4	
Căn hộ Studio	Anhouse Saigon❤ 2 Bedrooms Studio ❤ Outdoor Bathtub	5 khách · 1 Phòng ngủ · 1 phòng tắm	1,050,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	2	
Căn hộ Studio	innalley no.1	2 khách · 1 Phòng ngủ · 1 phòng tắm	712,500₫/đêm 950,000₫	Quận 1, Hồ Chí Minh, Vietnam	11	
Căn hộ chung cư · Căn hộ River Gate	SOLEIL SAIGON ♥ | Góc Mơ Giữa Lòng Sài Gòn.	3 khách · 1 Phòng ngủ · 1 phòng tắm	975,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	8	
Căn hộ dịch vụ	Anna house 2 - Balcony serviced apartment	2 khách · 1 Phòng ngủ · 1 phòng tắm	350,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	5	
Nhà riêng	HCMC Inner Garden Budget Studio 5min to BuiVien 2	2 khách · 1 Phòng ngủ · 1 phòng tắm	524,313₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · Chung cư Central Garden	NATURAL LIGHT room 25m2 in December Lullaby Home (shared toilet) @ Near BUI VIEN street & BEN THANH market	2 khách · 1 Phòng ngủ · 1 phòng tắm	425,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · The Gold View	LUXURY GOLD APARMENT 14 - 3BRs, Rooftop pool Central City, near Dis.1	10 khách · 3 Phòng ngủ · 2 phòng tắm	2,979,050₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Vinhome Central Park - 1BR - HomeLead	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,250,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	1	
Căn hộ dịch vụ · Căn hộ Saigon Royal Residence	BENTHANH HOUSE - SG Royal luxury apartment A07.34	4 khách · 1 Phòng ngủ · 1 phòng tắm	929,464₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	The Vie Vinhomes	3 khách · 1 Phòng ngủ · 1 phòng tắm	950,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · Vista Verde	Luxury 2BR Sky Duplex Apt-Resort Style in Saigon	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,300,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	1	
Căn hộ Studio · Căn hộ River Gate	SStay ★ Modern & Comfy Studio	3 khách · 1 Phòng ngủ · 1 phòng tắm	749,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	1	
Căn hộ Studio	Rustic Loft with Hidden Private Balcony * O4	2 khách · 1 Phòng ngủ · 1 phòng tắm	420,000₫/đêm 600,000₫	Quận 1, Hồ Chí Minh, Vietnam	11	
Căn hộ chung cư	SECC Apartment // Superior Studio with windows, desk and kitchen	3 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm 1,000,000₫	Quận 7, Hồ Chí Minh, Vietnam	1	
Căn hộ Studio	201 · NEW! Bare Gallery Studio @5MINS TO CENTRAL	3 khách · 1 Phòng ngủ · 1 phòng tắm	668,500₫/đêm 955,000₫	Quận 1, Hồ Chí Minh, Vietnam	2	
Căn hộ chung cư · Căn hộ Saigon Royal Residence	Saigon Royal NEW&SPARKLING Studio next to Dist.1	2 khách · 1 Phòng ngủ · 1 phòng tắm	640,000₫/đêm 800,000₫	Quận 4, Hồ Chí Minh, Vietnam	
Nhà riêng	Phòng 4 người rộng rãi, thoáng mát gần Bùi Viện với 3 phút đi bộ	5 khách · 1 Phòng ngủ · 1 phòng tắm	434,000₫/đêm 620,000₫	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · Chung cư Vạn Đô	VOUXhouse 3: PVT BR1 - Chocolato Relaxing 5 mins Ben Thanh	3 khách · 1 Phòng ngủ · 1 phòng tắm	435,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	2	
Căn hộ chung cư · Chung cư Vạn Đô	VOUXhouse 3: PVT BR2 - Chocolato Relaxing 5 mins Ben Thanh	3 khách · 1 Phòng ngủ · 1 phòng tắm	435,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	3	
