Loại	Tên	Các loại phòng	Giá	Vị trí	Số đánh giá
Căn hộ dịch vụ	Thái Quang 4-5	5 khách · 1 Phòng ngủ · 1 phòng tắm	212,500₫/đêm 250,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Thái Quang 4-6	5 khách · 1 Phòng ngủ · 1 phòng tắm	250,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Thái Quang 6-1	7 khách · 1 Phòng ngủ · 1 phòng tắm	300,000₫/đêm 400,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Thái Quang 6-2	7 khách · 1 Phòng ngủ · 1 phòng tắm	340,000₫/đêm 400,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Thái Quang 6-3	7 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Thái Quang 8-1	10 khách · 1 Phòng ngủ · 1 phòng tắm	340,000₫/đêm 400,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Thái Quang 8-2	10 khách · 1 Phòng ngủ · 1 phòng tắm	425,000₫/đêm 500,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	CASSABELLA Luxury Apartments - Căn hộ 1 ngủ , 1 BR Full services #2	3 khách · 1 Phòng ngủ · 1 phòng tắm	570,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự · Chung cư Sơn Thịnh	Biệt Thự Adi 2	40 khách · 4 Phòng ngủ · 5 phòng tắm	2,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	PETITE KA HOMESTAY	6 khách · 1 Phòng ngủ · 1 phòng tắm	520,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Căn hộ OSC LAND	Wota Homestay	8 khách · 2 Phòng ngủ · 1 phòng tắm	800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Chung cư Sơn Thịnh	Căn hộ sát biển - 2pn	10 khách · 2 Phòng ngủ · 2 phòng tắm	670,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự · Chung cư Sơn Thịnh	Biet thu Adi 6	45 khách · 5 Phòng ngủ · 5 phòng tắm	2,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	CASSABELLA Luxury Apartments - Căn hộ 1 ngủ , 1 BR Full services #3	3 khách · 1 Phòng ngủ · 1 phòng tắm	570,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Art Homestay Vung Tau- Dorm B, gần Bãi Trước & Trung Tâm	10 khách · 1 Phòng ngủ · 2 phòng tắm	680,000₫/đêm 800,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Blue Sapphire Resort Vũng Tàu	[811]Căn hộ view biển - Hồ bơi miễn phí	8 khách · 2 Phòng ngủ · 2 phòng tắm	2,200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Blue Sapphire Resort Vũng Tàu	[603] Căn hộ 2pn - Sát biển - Free hồ bơi	8 khách · 2 Phòng ngủ · 2 phòng tắm	2,300,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Blue Sapphire Resort Vũng Tàu	[305]Full Seaview Apt * Free Swimming Pool & BeachFront	7 khách · 2 Phòng ngủ · 2 phòng tắm	2,300,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Cỏ Mây Home - Nhà Gỗ	16 khách · 5 Phòng ngủ · 5 phòng tắm	850,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Mộng Homestay - Phòng 1	6 khách · 1 Phòng ngủ · 1 phòng tắm	500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Mộng Homestay - Phòng 2	6 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Mộc Home	10 khách · 2 Phòng ngủ · 1 phòng tắm	850,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	H.OM.E - by The Sixtynine Garret - P4	4 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	LiCi Homestay 3	15 khách · 2 Phòng ngủ · 2 phòng tắm	700,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Khác	cariban-201	2 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Homestay Tuyet Dinh Coc	20 khách · 4 Phòng ngủ · 3 phòng tắm	1,900,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	H.OM.E - by The Sixtynine Garret - P3	4 khách · 1 Phòng ngủ · 1 phòng tắm	450,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	CASSABELLA Luxury Apartments - Căn hộ 3 ngủ , 3 BRs Full services #2	8 khách · 3 Phòng ngủ · 3 phòng tắm	1,850,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Villa Sani09	32 khách · 7 Phòng ngủ · 6 phòng tắm	4,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	Căn góc dic phoenix 99m2 có phòng karaoke + chiếu phim mini cao cấp.	10 khách · 3 Phòng ngủ · 2 phòng tắm	1,100,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ · Vũng Tàu Melody	Căn hộ Vũng Tàu Melody - 3 phòng ngủ - Sát biển | Your Homestay |	14 khách · 3 Phòng ngủ · 2 phòng tắm	640,000₫/đêm 800,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	CASSABELLA Luxury Apartments - Căn hộ 3 ngủ , 3 BRs Full services #3	8 khách · 3 Phòng ngủ · 3 phòng tắm	1,850,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	MANGO’S HOUSE – CĂN HỘ CHO THUÊ HOMESTAY 95m2 SÁT BIỂN VŨNG TÀU	10 khách · 2 Phòng ngủ · 2 phòng tắm	810,000₫/đêm 900,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	10	
Căn hộ Studio	Cỏ Mây Homestay - Phòng cặp đôi	2 khách · 1 Phòng ngủ · 1 phòng tắm	278,100₫/đêm 309,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	7	
Căn hộ chung cư	Top & perfect seaview - Lablue home 2	4 khách · 1 Phòng ngủ · 1 phòng tắm	430,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	11	
Căn hộ chung cư	COZY HOMESTAY VUNG TAU @2BRs	8 khách · 2 Phòng ngủ · 2 phòng tắm	950,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Căn hộ Studio	Cỏ Mây Homestay - Phòng thành phố	2 khách · 1 Phòng ngủ · 1 phòng tắm	278,100₫/đêm 309,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Biệt Thự	Rose Villa	10 khách · 2 Phòng ngủ · 2 phòng tắm	2,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	2	
Nhà riêng	Secret Garden - Dorm Room 300m to the beach	13 khách · 1 Phòng ngủ · 2 phòng tắm	800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Nhà riêng	Kim Minh Home - Room 10	2 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Khác	Pallet House - Pallet Room	6 khách · 1 Phòng ngủ · 1 phòng tắm	590,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	2	
Căn hộ dịch vụ	Cỏ mây Boutique- Phòng sun (2.5)	2 khách · 1 Phòng ngủ · 1 phòng tắm	323,100₫/đêm 359,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	3	
Căn hộ dịch vụ	Cỏ mây Boutique- Phòng mùa xuân (1.4)	2 khách · 1 Phòng ngủ · 1 phòng tắm	309,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	3	
Biệt Thự	Nancy Beach Front Villa	40 khách · 6 Phòng ngủ · 5 phòng tắm	11,800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Căn hộ dịch vụ	Cỏ mây Boutique- Phòng cặp đôi (3.4)	2 khách · 1 Phòng ngủ · 1 phòng tắm	309,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	3	
Căn hộ dịch vụ	VIKING House Double room 1 for 4 people	4 khách · 1 Phòng ngủ · 1 phòng tắm	250,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Căn hộ chung cư · Vũng Tàu Melody	Sun Flower Homestay	8 khách · 2 Phòng ngủ · 2 phòng tắm	1,400,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	2	
Nhà riêng	Santoni Homestay Vũng Tàu - 3 Giường 02	8 khách · 1 Phòng ngủ · 1 phòng tắm	850,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Biệt Thự	Adi Villa 154	50 khách · 6 Phòng ngủ · 6 phòng tắm	4,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	Homestay Vũng Tàu Hoa Nắng	15 khách · 3 Phòng ngủ · 2 phòng tắm	1,600,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	VUNGTAUREST 145 Apartment 906	12 khách · 2 Phòng ngủ · 2 phòng tắm	800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	DIC PHOENIX B-1804	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Blue Sapphire Resort Vũng Tàu	Blue Sea House-Ngôi nhà Biển Xanh	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,790,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ · Vũng Tàu Melody	Seaview Melody VT	8 khách · 2 Phòng ngủ · 2 phòng tắm	1,200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ · Chung cư Sơn Thịnh	Son Thinh Apartment 1	12 khách · 2 Phòng ngủ · 3 phòng tắm	1,765,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	DUBIN VILLA - Khu biệt thự Phương Nam, Vũng Tàu	20 khách · 4 Phòng ngủ · 4 phòng tắm	3,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Homestay Villa Rio	30 khách · 5 Phòng ngủ · 7 phòng tắm	2,424,900₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Villa hồ bơi view biển 154C7	30 khách · 6 Phòng ngủ · 6 phòng tắm	7,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	Pooh Homestay 3 - Sea Breeze 3 bedrooms apartment	12 khách · 3 Phòng ngủ · 3 phòng tắm	1,800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	THIEN HOANG HOMESTAY - BLUE LUCKY HOUSE 200M TO BACK BEACH VUNG TAU	15 khách · 2 Phòng ngủ · 3 phòng tắm	1,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	FORNYROSE HOMESTAY 2	25 khách · 5 Phòng ngủ · 6 phòng tắm	2,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Green villa	30 khách · 4 Phòng ngủ · 7 phòng tắm	5,883,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	!@@! 10 bedrooms villa with pool (::)	40 khách · 10 Phòng ngủ · 11 phòng tắm	12,512,011₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	Vui Apartment	8 khách · 1 Phòng ngủ · 1 phòng tắm	1,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Sơn Hà Homestay - Phòng Dorm	12 khách · 1 Phòng ngủ · 1 phòng tắm	2,499,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	[R12]Seaside Villa Blue Sapphire Resort	15 khách · 3 Phòng ngủ · 4 phòng tắm	5,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Royal Villa 2 - View biển - Biệt thự nghỉ dưỡng tuyệt vời	30 khách · 6 Phòng ngủ · 6 phòng tắm	8,350,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	VIKING House triple room 1 for 6 people (phòng 3 giường 6 người)	6 khách · 1 Phòng ngủ · 1 phòng tắm	450,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Pallet House - FA2	6 khách · 1 Phòng ngủ · 1 phòng tắm	700,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	XANH Homestay - Room 203	3 khách · 1 Phòng ngủ · 1 phòng tắm	200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	VUNGTAUREST 145 Apartment 501	12 khách · 2 Phòng ngủ · 2 phòng tắm	800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Sơn Hà Homestay - Căn Hộ	2 khách · 1 Phòng ngủ · 1 phòng tắm	999,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	Adi 2 Apartment Vũng tàu	17 khách · 3 Phòng ngủ · 2 phòng tắm	800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Vungtau Moon Villa	30 khách · 7 Phòng ngủ · 7 phòng tắm	4,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Pallet House - Family Apartment	12 khách · 2 Phòng ngủ · 2 phòng tắm	1,250,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Santoni Homestay Vũng Tàu - 1 Giường 05	3 khách · 1 Phòng ngủ · 1 phòng tắm	420,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	FERN - Homestay Vũng Tàu - Gần biển - Đơn 2 người	2 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Nhà riêng	FERN - Homestay Vũng Tàu - Gần biển - 11 phòng dành cho đoàn đông khách	42 khách · 11 Phòng ngủ · 11 phòng tắm	7,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	Nancy Sweet Apartment 5	8 khách · 2 Phòng ngủ · 2 phòng tắm	900,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Chung cư Vũng Tàu Plaza	MoiMoi Homestay	12 khách · 3 Phòng ngủ · 2 phòng tắm	1,700,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	Nancy Sweet Apartment - 5th 3	8 khách · 2 Phòng ngủ · 2 phòng tắm	1,200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự · Blue Sapphire Resort Vũng Tàu	Ruby Luxury Villa RL09 - D5 Blue Sapphire resort	25 khách · 5 Phòng ngủ · 5 phòng tắm	8,800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự · Blue Sapphire Resort Vũng Tàu	Ruby Luxury Villa RL10 - S1 Blue Sapphire resort	18 khách · 3 Phòng ngủ · 4 phòng tắm	5,300,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Se Villa	25 khách · 4 Phòng ngủ · 5 phòng tắm	2,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng · Cao ốc Dịch vụ Du lịch Sơn Thịnh 2	THE GRAND CONDOTEL Vũng Tàu	12 khách · 3 Phòng ngủ · 2 phòng tắm	1,800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Villa Ô Cấp	20 khách · 3 Phòng ngủ · 4 phòng tắm	3,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	WINNER POOL VILLA 6	12 khách · 4 Phòng ngủ · 4 phòng tắm	8,341,341₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	STAR VILLA 05 - BIỆT THỰ NGHỈ DƯỠNG CÁCH 150M BÃI SAU - TRUNG TÂM TP.VT	35 khách · 6 Phòng ngủ · 6 phòng tắm	6,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ · Vũng Tàu Melody	Leo House	6 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	RUBY DELUXE VILLA RD03	25 khách · 5 Phòng ngủ · 5 phòng tắm	5,295,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	RUBY DELUXE VILLA RD04	25 khách · 4 Phòng ngủ · 5 phòng tắm	4,350,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	VILLA SANCTUARY HO TRAM RESORT_HOMELEAD	9 khách · 4 Phòng ngủ · 3 phòng tắm	10,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ Studio	Spring Homestay and Apartment 3	2 khách · 1 Phòng ngủ · 1 phòng tắm	300,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	FERN - Homestay Vũng Tàu - Gần biển - Đôi 4 người	6 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	126Condotel Back beach.	127 khách · 58 Phòng ngủ · 99 phòng tắm	600,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	FERN - Homestay Vũng Tàu - Gần biển - 3 giường	7 khách · 1 Phòng ngủ · 1 phòng tắm	800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Cỏ mây Boutique- Phòng hạt mưa (2.3)	2 khách · 1 Phòng ngủ · 1 phòng tắm	309,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	SAO VIỆT HOUSE 1 - SAO VIỆT NHÀ PHỐ CÁCH BIỂN BÃI SAU 450M	30 khách · 4 Phòng ngủ · 6 phòng tắm	2,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Khác	Cỏ mây Boutique- Phòng giành cho 6-7 người (2.2)	7 khách · 1 Phòng ngủ · 1 phòng tắm	620,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Cỏ mây Boutique- Phòng cây xương rồng (1.3)	2 khách · 1 Phòng ngủ · 1 phòng tắm	278,100₫/đêm 309,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Cỏ mây Boutique- Phòng mùa đông (1.1)	2 khách · 1 Phòng ngủ · 1 phòng tắm	309,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Cỏ mây Boutique- Phòng trái tim (2.1)	2 khách · 1 Phòng ngủ · 1 phòng tắm	309,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Santoni Homestay Vũng Tàu - 1 Giường 03	3 khách · 1 Phòng ngủ · 1 phòng tắm	420,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ Studio	Cỏ Mây Homestay - Phòng mùa xuân	4 khách · 1 Phòng ngủ · 1 phòng tắm	431,100₫/đêm 479,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ Studio	Cỏ Mây Homestay - Phòng 3 giường	8 khách · 1 Phòng ngủ · 1 phòng tắm	521,100₫/đêm 579,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	RUBY DELUXE VILLA RD01	25 khách · 6 Phòng ngủ · 5 phòng tắm	4,120,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Sunday Villa Homestay VungTau	20 khách · 5 Phòng ngủ · 6 phòng tắm	2,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
